,国名,date,value,types
7491,モンゴル,2017-01-01,2046.0,date
7492,トルコ,2017-01-01,1163.0,date
7493,その他アジア,2017-01-01,13380.0,date
7494,ヨーロッパ計,2017-01-01,85336.0,date
7495,英国,2017-01-01,20811.0,date
7496,フランス,2017-01-01,14374.0,date
7497,ドイツ,2017-01-01,10256.0,date
7498,イタリア,2017-01-01,5569.0,date
7499,ロシア,2017-01-01,4320.0,date
7500,スペイン,2017-01-01,3667.0,date
7501,スウェーデン,2017-01-01,3864.0,date
7502,オランダ,2017-01-01,3068.0,date
7503,スイス,2017-01-01,2335.0,date
7504,ベルギー,2017-01-01,1414.0,date
7505,フィンランド,2017-01-01,1937.0,date
7506,ポーランド,2017-01-01,1244.0,date
7507,デンマーク,2017-01-01,1517.0,date
7508,ノルウェー,2017-01-01,1536.0,date
7509,オーストリア,2017-01-01,1120.0,date
7510,ポルトガル,2017-01-01,1440.0,date
7511,アイルランド,2017-01-01,1249.0,date
7512,その他ヨーロッパ,2017-01-01,5615.0,date
7513,アフリカ計,2017-01-01,2358.0,date
7514,北アメリカ計,2017-01-01,114655.0,date
7515,米国,2017-01-01,88183.0,date
7516,カナダ,2017-01-01,22583.0,date
7517,メキシコ,2017-01-01,2827.0,date
7518,その他北アメリカ,2017-01-01,1062.0,date
7519,南アメリカ計,2017-01-01,5916.0,date
7520,ブラジル,2017-01-01,2665.0,date
7521,その他南アメリカ,2017-01-01,3251.0,date
7522,オセアニア計,2017-01-01,67494.0,date
7523,豪州,2017-01-01,61107.0,date
7524,ニュージーランド,2017-01-01,6001.0,date
7525,その他オセアニア,2017-01-01,386.0,date
7526,無国籍・その他,2017-01-01,110.0,date
7527,総数,2017-02-01,2035771.0,date
7528,アジア計,2017-02-01,1804729.0,date
7529,韓国,2017-02-01,600018.0,date
7530,中国,2017-02-01,509090.0,date
7531,台湾,2017-02-01,342951.0,date
7532,香港,2017-02-01,140622.0,date
7533,タイ,2017-02-01,75098.0,date
7534,シンガポール,2017-02-01,17643.0,date
7535,マレーシア,2017-02-01,26667.0,date
7536,インドネシア,2017-02-01,17911.0,date
7537,フィリピン,2017-02-01,25795.0,date
7538,ベトナム,2017-02-01,22000.0,date
7539,インド,2017-02-01,7485.0,date
7540,マカオ,2017-02-01,6162.0,date
7541,イスラエル,2017-02-01,918.0,date
7542,モンゴル,2017-02-01,1633.0,date
7543,トルコ,2017-02-01,924.0,date
7544,その他アジア,2017-02-01,9812.0,date
7545,ヨーロッパ計,2017-02-01,82158.0,date
7546,英国,2017-02-01,19044.0,date
7547,フランス,2017-02-01,13807.0,date
7548,ドイツ,2017-02-01,11777.0,date
7549,イタリア,2017-02-01,5449.0,date
7550,ロシア,2017-02-01,3829.0,date
7551,スペイン,2017-02-01,3520.0,date
7552,スウェーデン,2017-02-01,3221.0,date
7553,オランダ,2017-02-01,3241.0,date
7554,スイス,2017-02-01,2309.0,date
7555,ベルギー,2017-02-01,1773.0,date
7556,フィンランド,2017-02-01,1929.0,date
7557,ポーランド,2017-02-01,1370.0,date
7558,デンマーク,2017-02-01,1448.0,date
7559,ノルウェー,2017-02-01,1474.0,date
7560,オーストリア,2017-02-01,1225.0,date
7561,ポルトガル,2017-02-01,1085.0,date
7562,アイルランド,2017-02-01,1073.0,date
7563,その他ヨーロッパ,2017-02-01,4584.0,date
7564,アフリカ計,2017-02-01,1841.0,date
7565,北アメリカ計,2017-02-01,96096.0,date
7566,米国,2017-02-01,73587.0,date
7567,カナダ,2017-02-01,18774.0,date
7568,メキシコ,2017-02-01,2932.0,date
7569,その他北アメリカ,2017-02-01,803.0,date
7570,南アメリカ計,2017-02-01,5204.0,date
7571,ブラジル,2017-02-01,2038.0,date
7572,その他南アメリカ,2017-02-01,3166.0,date
7573,オセアニア計,2017-02-01,45683.0,date
7574,豪州,2017-02-01,40690.0,date
7575,ニュージーランド,2017-02-01,4704.0,date
7576,その他オセアニア,2017-02-01,289.0,date
7577,無国籍・その他,2017-02-01,60.0,date
7578,総数,2017-03-01,2205664.0,date
7579,アジア計,2017-03-01,1838801.0,date
7580,韓国,2017-03-01,488349.0,date
7581,中国,2017-03-01,508979.0,date
7582,台湾,2017-03-01,339884.0,date
7583,香港,2017-03-01,164469.0,date
7584,タイ,2017-03-01,111502.0,date
7585,シンガポール,2017-03-01,33791.0,date
7586,マレーシア,2017-03-01,43744.0,date
7587,インドネシア,2017-03-01,36001.0,date
7588,フィリピン,2017-03-01,34860.0,date
7589,ベトナム,2017-03-01,30594.0,date
7590,インド,2017-03-01,11242.0,date
7591,マカオ,2017-03-01,7617.0,date
7592,イスラエル,2017-03-01,5422.0,date
7593,モンゴル,2017-03-01,2354.0,date
7594,トルコ,2017-03-01,1711.0,date
7595,その他アジア,2017-03-01,18282.0,date
7596,ヨーロッパ計,2017-03-01,143530.0,date
7597,英国,2017-03-01,31390.0,date
7598,フランス,2017-03-01,23656.0,date
7599,ドイツ,2017-03-01,22422.0,date
7600,イタリア,2017-03-01,11004.0,date
7601,ロシア,2017-03-01,7105.0,date
7602,スペイン,2017-03-01,6255.0,date
7603,スウェーデン,2017-03-01,5059.0,date
7604,オランダ,2017-03-01,5429.0,date
7605,スイス,2017-03-01,3994.0,date
7606,ベルギー,2017-03-01,2752.0,date
7607,フィンランド,2017-03-01,2835.0,date
7608,ポーランド,2017-03-01,2831.0,date
7609,デンマーク,2017-03-01,2445.0,date
7610,ノルウェー,2017-03-01,2147.0,date
7611,オーストリア,2017-03-01,1929.0,date
7612,ポルトガル,2017-03-01,1766.0,date
7613,アイルランド,2017-03-01,1624.0,date
7614,その他ヨーロッパ,2017-03-01,8887.0,date
7615,アフリカ計,2017-03-01,2987.0,date
7616,北アメリカ計,2017-03-01,166602.0,date
7617,米国,2017-03-01,130922.0,date
7618,カナダ,2017-03-01,29439.0,date
7619,メキシコ,2017-03-01,5090.0,date
7620,その他北アメリカ,2017-03-01,1151.0,date
7621,南アメリカ計,2017-03-01,8780.0,date
7622,ブラジル,2017-03-01,4312.0,date
7623,その他南アメリカ,2017-03-01,4468.0,date
7624,オセアニア計,2017-03-01,44861.0,date
7625,豪州,2017-03-01,39965.0,date
7626,ニュージーランド,2017-03-01,4606.0,date
7627,その他オセアニア,2017-03-01,290.0,date
7628,無国籍・その他,2017-03-01,103.0,date
7629,総数,2017-04-01,2578970.0,date
7630,アジア計,2017-04-01,2126452.0,date
7631,韓国,2017-04-01,554627.0,date
7632,中国,2017-04-01,528781.0,date
7633,台湾,2017-04-01,413348.0,date
7634,香港,2017-04-01,209394.0,date
7635,タイ,2017-04-01,138559.0,date
7636,シンガポール,2017-04-01,35380.0,date
7637,マレーシア,2017-04-01,43152.0,date
7638,インドネシア,2017-04-01,45215.0,date
7639,フィリピン,2017-04-01,62022.0,date
7640,ベトナム,2017-04-01,38928.0,date
7641,インド,2017-04-01,14470.0,date
7642,マカオ,2017-04-01,7205.0,date
7643,イスラエル,2017-04-01,6119.0,date
7644,モンゴル,2017-04-01,1760.0,date
7645,トルコ,2017-04-01,2066.0,date
7646,その他アジア,2017-04-01,25426.0,date
7647,ヨーロッパ計,2017-04-01,192269.0,date
7648,英国,2017-04-01,37157.0,date
7649,フランス,2017-04-01,37405.0,date
7650,ドイツ,2017-04-01,23415.0,date
7651,イタリア,2017-04-01,16049.0,date
7652,ロシア,2017-04-01,9033.0,date
7653,スペイン,2017-04-01,11227.0,date
7654,スウェーデン,2017-04-01,6901.0,date
7655,オランダ,2017-04-01,7763.0,date
7656,スイス,2017-04-01,7312.0,date
7657,ベルギー,2017-04-01,4149.0,date
7658,フィンランド,2017-04-01,2766.0,date
7659,ポーランド,2017-04-01,4181.0,date
7660,デンマーク,2017-04-01,3209.0,date
7661,ノルウェー,2017-04-01,3211.0,date
7662,オーストリア,2017-04-01,2392.0,date
7663,ポルトガル,2017-04-01,2710.0,date
7664,アイルランド,2017-04-01,2196.0,date
7665,その他ヨーロッパ,2017-04-01,11193.0,date
7666,アフリカ計,2017-04-01,3057.0,date
7667,北アメリカ計,2017-04-01,183826.0,date
7668,米国,2017-04-01,141090.0,date
7669,カナダ,2017-04-01,34285.0,date
7670,メキシコ,2017-04-01,7105.0,date
7671,その他北アメリカ,2017-04-01,1346.0,date
7672,南アメリカ計,2017-04-01,10133.0,date
7673,ブラジル,2017-04-01,4691.0,date
7674,その他南アメリカ,2017-04-01,5442.0,date
7675,オセアニア計,2017-04-01,63135.0,date
7676,豪州,2017-04-01,56202.0,date
7677,ニュージーランド,2017-04-01,6579.0,date
7678,その他オセアニア,2017-04-01,354.0,date
7679,無国籍・その他,2017-04-01,98.0,date
7680,総数,2017-05-01,2294717.0,date
7681,アジア計,2017-05-01,1957787.0,date
7682,韓国,2017-05-01,558892.0,date
7683,中国,2017-05-01,517038.0,date
7684,台湾,2017-05-01,407471.0,date
7685,香港,2017-05-01,181601.0,date
7686,タイ,2017-05-01,88816.0,date
7687,シンガポール,2017-05-01,34322.0,date
7688,マレーシア,2017-05-01,36019.0,date
7689,インドネシア,2017-05-01,24908.0,date
7690,フィリピン,2017-05-01,43994.0,date
7691,ベトナム,2017-05-01,22118.0,date
7692,インド,2017-05-01,15584.0,date
7693,マカオ,2017-05-01,7513.0,date
7694,イスラエル,2017-05-01,2214.0,date
7695,モンゴル,2017-05-01,1561.0,date
7696,トルコ,2017-05-01,1827.0,date
7697,その他アジア,2017-05-01,13909.0,date
7698,ヨーロッパ計,2017-05-01,129770.0,date
7699,英国,2017-05-01,25861.0,date
7700,フランス,2017-05-01,24951.0,date
7701,ドイツ,2017-05-01,17370.0,date
7702,イタリア,2017-05-01,9827.0,date
7703,ロシア,2017-05-01,5883.0,date
7704,スペイン,2017-05-01,7732.0,date
7705,スウェーデン,2017-05-01,3746.0,date
7706,オランダ,2017-05-01,5799.0,date
7707,スイス,2017-05-01,4043.0,date
7708,ベルギー,2017-05-01,2802.0,date
7709,フィンランド,2017-05-01,2401.0,date
7710,ポーランド,2017-05-01,2804.0,date
7711,デンマーク,2017-05-01,1787.0,date
7712,ノルウェー,2017-05-01,1192.0,date
7713,オーストリア,2017-05-01,1818.0,date
7714,ポルトガル,2017-05-01,1822.0,date
7715,アイルランド,2017-05-01,1558.0,date
7716,その他ヨーロッパ,2017-05-01,8374.0,date
7717,アフリカ計,2017-05-01,2684.0,date
7718,北アメリカ計,2017-05-01,158348.0,date
7719,米国,2017-05-01,124672.0,date
7720,カナダ,2017-05-01,27622.0,date
7721,メキシコ,2017-05-01,4969.0,date
7722,その他北アメリカ,2017-05-01,1085.0,date
7723,南アメリカ計,2017-05-01,8584.0,date
7724,ブラジル,2017-05-01,3567.0,date
7725,その他南アメリカ,2017-05-01,5017.0,date
7726,オセアニア計,2017-05-01,37486.0,date
7727,豪州,2017-05-01,32040.0,date
7728,ニュージーランド,2017-05-01,5071.0,date
7729,その他オセアニア,2017-05-01,375.0,date
7730,無国籍・その他,2017-05-01,58.0,date
7731,総数,2017-06-01,2346442.0,date
7732,アジア計,2017-06-01,2035241.0,date
7733,韓国,2017-06-01,568877.0,date
7734,中国,2017-06-01,587193.0,date
7735,台湾,2017-06-01,433603.0,date
7736,香港,2017-06-01,201799.0,date
7737,タイ,2017-06-01,51755.0,date
7738,シンガポール,2017-06-01,36283.0,date
7739,マレーシア,2017-06-01,30044.0,date
7740,インドネシア,2017-06-01,38314.0,date
7741,フィリピン,2017-06-01,31450.0,date
7742,ベトナム,2017-06-01,21869.0,date
7743,インド,2017-06-01,10650.0,date
7744,マカオ,2017-06-01,8588.0,date
7745,イスラエル,2017-06-01,1229.0,date
7746,モンゴル,2017-06-01,2237.0,date
7747,トルコ,2017-06-01,1628.0,date
7748,その他アジア,2017-06-01,9722.0,date
7749,ヨーロッパ計,2017-06-01,100778.0,date
7750,英国,2017-06-01,19501.0,date
7751,フランス,2017-06-01,16071.0,date
7752,ドイツ,2017-06-01,12799.0,date
7753,イタリア,2017-06-01,8324.0,date
7754,ロシア,2017-06-01,5550.0,date
7755,スペイン,2017-06-01,6491.0,date
7756,スウェーデン,2017-06-01,4777.0,date
7757,オランダ,2017-06-01,3888.0,date
7758,スイス,2017-06-01,2597.0,date
7759,ベルギー,2017-06-01,1971.0,date
7760,フィンランド,2017-06-01,2212.0,date
7761,ポーランド,2017-06-01,2025.0,date
7762,デンマーク,2017-06-01,1687.0,date
7763,ノルウェー,2017-06-01,2009.0,date
7764,オーストリア,2017-06-01,1263.0,date
7765,ポルトガル,2017-06-01,1682.0,date
7766,アイルランド,2017-06-01,1553.0,date
7767,その他ヨーロッパ,2017-06-01,6378.0,date
7768,アフリカ計,2017-06-01,2274.0,date
7769,北アメリカ計,2017-06-01,164310.0,date
7770,米国,2017-06-01,137985.0,date
7771,カナダ,2017-06-01,20246.0,date
7772,メキシコ,2017-06-01,5295.0,date
7773,その他北アメリカ,2017-06-01,784.0,date
7774,南アメリカ計,2017-06-01,6418.0,date
7775,ブラジル,2017-06-01,2655.0,date
7776,その他南アメリカ,2017-06-01,3763.0,date
7777,オセアニア計,2017-06-01,37369.0,date
7778,豪州,2017-06-01,32506.0,date
7779,ニュージーランド,2017-06-01,4393.0,date
7780,その他オセアニア,2017-06-01,470.0,date
7781,無国籍・その他,2017-06-01,52.0,date
7782,総数,2017-07-01,2681518.0,date
7783,アジア計,2017-07-01,2324094.0,date
7784,韓国,2017-07-01,644026.0,date
7785,中国,2017-07-01,780771.0,date
7786,台湾,2017-07-01,446604.0,date
7787,香港,2017-07-01,234651.0,date
7788,タイ,2017-07-01,56699.0,date
7789,シンガポール,2017-07-01,19720.0,date
7790,マレーシア,2017-07-01,21572.0,date
7791,インドネシア,2017-07-01,23413.0,date
7792,フィリピン,2017-07-01,24463.0,date
7793,ベトナム,2017-07-01,24696.0,date
7794,インド,2017-07-01,10953.0,date
7795,マカオ,2017-07-01,15069.0,date
7796,イスラエル,2017-07-01,1661.0,date
7797,モンゴル,2017-07-01,1536.0,date
7798,トルコ,2017-07-01,1755.0,date
7799,その他アジア,2017-07-01,16505.0,date
7800,ヨーロッパ計,2017-07-01,144746.0,date
7801,英国,2017-07-01,26251.0,date
7802,フランス,2017-07-01,29096.0,date
7803,ドイツ,2017-07-01,15496.0,date
7804,イタリア,2017-07-01,10945.0,date
7805,ロシア,2017-07-01,6338.0,date
7806,スペイン,2017-07-01,11667.0,date
7807,スウェーデン,2017-07-01,4045.0,date
7808,オランダ,2017-07-01,7908.0,date
7809,スイス,2017-07-01,5698.0,date
7810,ベルギー,2017-07-01,4095.0,date
7811,フィンランド,2017-07-01,1695.0,date
7812,ポーランド,2017-07-01,2473.0,date
7813,デンマーク,2017-07-01,3291.0,date
7814,ノルウェー,2017-07-01,2465.0,date
7815,オーストリア,2017-07-01,2133.0,date
7816,ポルトガル,2017-07-01,2287.0,date
7817,アイルランド,2017-07-01,1677.0,date
7818,その他ヨーロッパ,2017-07-01,7186.0,date
7819,アフリカ計,2017-07-01,3496.0,date
7820,北アメリカ計,2017-07-01,164566.0,date
7821,米国,2017-07-01,129369.0,date
7822,カナダ,2017-07-01,26429.0,date
7823,メキシコ,2017-07-01,7803.0,date
7824,その他北アメリカ,2017-07-01,965.0,date
7825,南アメリカ計,2017-07-01,8090.0,date
7826,ブラジル,2017-07-01,4191.0,date
7827,その他南アメリカ,2017-07-01,3899.0,date
7828,オセアニア計,2017-07-01,36452.0,date
7829,豪州,2017-07-01,30383.0,date
7830,ニュージーランド,2017-07-01,5626.0,date
7831,その他オセアニア,2017-07-01,443.0,date
7832,無国籍・その他,2017-07-01,74.0,date
7833,総数,2017-08-01,2477428.0,date
7834,アジア計,2017-08-01,2193108.0,date
7835,韓国,2017-08-01,620904.0,date
7836,中国,2017-08-01,819855.0,date
7837,台湾,2017-08-01,377843.0,date
7838,香港,2017-08-01,196761.0,date
7839,タイ,2017-08-01,36176.0,date
7840,シンガポール,2017-08-01,15331.0,date
7841,マレーシア,2017-08-01,21072.0,date
7842,インドネシア,2017-08-01,13980.0,date
7843,フィリピン,2017-08-01,21311.0,date
7844,ベトナム,2017-08-01,24665.0,date
7845,インド,2017-08-01,10069.0,date
7846,マカオ,2017-08-01,16504.0,date
7847,イスラエル,2017-08-01,1592.0,date
7848,モンゴル,2017-08-01,1897.0,date
7849,トルコ,2017-08-01,1705.0,date
7850,その他アジア,2017-08-01,13443.0,date
7851,ヨーロッパ計,2017-08-01,128930.0,date
7852,英国,2017-08-01,22188.0,date
7853,フランス,2017-08-01,24629.0,date
7854,ドイツ,2017-08-01,14268.0,date
7855,イタリア,2017-08-01,17201.0,date
7856,ロシア,2017-08-01,5835.0,date
7857,スペイン,2017-08-01,14871.0,date
7858,スウェーデン,2017-08-01,2388.0,date
7859,オランダ,2017-08-01,4604.0,date
7860,スイス,2017-08-01,3075.0,date
7861,ベルギー,2017-08-01,2145.0,date
7862,フィンランド,2017-08-01,1192.0,date
7863,ポーランド,2017-08-01,2168.0,date
7864,デンマーク,2017-08-01,1375.0,date
7865,ノルウェー,2017-08-01,883.0,date
7866,オーストリア,2017-08-01,1584.0,date
7867,ポルトガル,2017-08-01,2563.0,date
7868,アイルランド,2017-08-01,1281.0,date
7869,その他ヨーロッパ,2017-08-01,6680.0,date
7870,アフリカ計,2017-08-01,3073.0,date
7871,北アメリカ計,2017-08-01,120367.0,date
7872,米国,2017-08-01,91978.0,date
7873,カナダ,2017-08-01,22443.0,date
7874,メキシコ,2017-08-01,4847.0,date
7875,その他北アメリカ,2017-08-01,1099.0,date
7876,南アメリカ計,2017-08-01,5895.0,date
7877,ブラジル,2017-08-01,3029.0,date
7878,その他南アメリカ,2017-08-01,2866.0,date
7879,オセアニア計,2017-08-01,25993.0,date
7880,豪州,2017-08-01,22157.0,date
7881,ニュージーランド,2017-08-01,3440.0,date
7882,その他オセアニア,2017-08-01,396.0,date
7883,無国籍・その他,2017-08-01,62.0,date
7884,総数,2017-09-01,2280406.0,date
7885,アジア計,2017-09-01,1959924.0,date
7886,韓国,2017-09-01,556885.0,date
7887,中国,2017-09-01,678313.0,date
7888,台湾,2017-09-01,347796.0,date
7889,香港,2017-09-01,165513.0,date
7890,タイ,2017-09-01,49526.0,date
7891,シンガポール,2017-09-01,22203.0,date
7892,マレーシア,2017-09-01,26478.0,date
7893,インドネシア,2017-09-01,22041.0,date
7894,フィリピン,2017-09-01,22473.0,date
7895,ベトナム,2017-09-01,25388.0,date
7896,インド,2017-09-01,11513.0,date
7897,マカオ,2017-09-01,7744.0,date
7898,イスラエル,2017-09-01,3791.0,date
7899,モンゴル,2017-09-01,2125.0,date
7900,トルコ,2017-09-01,1814.0,date
7901,その他アジア,2017-09-01,16321.0,date
7902,ヨーロッパ計,2017-09-01,127835.0,date
7903,英国,2017-09-01,27114.0,date
7904,フランス,2017-09-01,18283.0,date
7905,ドイツ,2017-09-01,18316.0,date
7906,イタリア,2017-09-01,10203.0,date
7907,ロシア,2017-09-01,6492.0,date
7908,スペイン,2017-09-01,9374.0,date
7909,スウェーデン,2017-09-01,3523.0,date
7910,オランダ,2017-09-01,5394.0,date
7911,スイス,2017-09-01,3828.0,date
7912,ベルギー,2017-09-01,2905.0,date
7913,フィンランド,2017-09-01,1737.0,date
7914,ポーランド,2017-09-01,2827.0,date
7915,デンマーク,2017-09-01,1831.0,date
7916,ノルウェー,2017-09-01,1397.0,date
7917,オーストリア,2017-09-01,2004.0,date
7918,ポルトガル,2017-09-01,1849.0,date
7919,アイルランド,2017-09-01,1705.0,date
7920,その他ヨーロッパ,2017-09-01,9053.0,date
7921,アフリカ計,2017-09-01,3900.0,date
7922,北アメリカ計,2017-09-01,129475.0,date
7923,米国,2017-09-01,100174.0,date
7924,カナダ,2017-09-01,22312.0,date
7925,メキシコ,2017-09-01,5742.0,date
7926,その他北アメリカ,2017-09-01,1247.0,date
7927,南アメリカ計,2017-09-01,8380.0,date
7928,ブラジル,2017-09-01,3778.0,date
7929,その他南アメリカ,2017-09-01,4602.0,date
7930,オセアニア計,2017-09-01,50847.0,date
7931,豪州,2017-09-01,44102.0,date
7932,ニュージーランド,2017-09-01,6330.0,date
7933,その他オセアニア,2017-09-01,415.0,date
7934,無国籍・その他,2017-09-01,45.0,date
7935,総数,2017-10-01,2595148.0,date
7936,アジア計,2017-10-01,2201150.0,date
7937,韓国,2017-10-01,620936.0,date
7938,中国,2017-10-01,663815.0,date
7939,台湾,2017-10-01,421094.0,date
7940,香港,2017-10-01,171103.0,date
7941,タイ,2017-10-01,103536.0,date
7942,シンガポール,2017-10-01,32090.0,date
7943,マレーシア,2017-10-01,39356.0,date
7944,インドネシア,2017-10-01,27116.0,date
7945,フィリピン,2017-10-01,42097.0,date
7946,ベトナム,2017-10-01,32461.0,date
7947,インド,2017-10-01,12497.0,date
7948,マカオ,2017-10-01,8216.0,date
7949,イスラエル,2017-10-01,5206.0,date
7950,モンゴル,2017-10-01,2245.0,date
7951,トルコ,2017-10-01,1802.0,date
7952,その他アジア,2017-10-01,17580.0,date
7953,ヨーロッパ計,2017-10-01,170600.0,date
7954,英国,2017-10-01,33227.0,date
7955,フランス,2017-10-01,30173.0,date
7956,ドイツ,2017-10-01,22081.0,date
7957,イタリア,2017-10-01,12555.0,date
7958,ロシア,2017-10-01,9315.0,date
7959,スペイン,2017-10-01,12047.0,date
7960,スウェーデン,2017-10-01,5982.0,date
7961,オランダ,2017-10-01,7033.0,date
7962,スイス,2017-10-01,5862.0,date
7963,ベルギー,2017-10-01,4037.0,date
7964,フィンランド,2017-10-01,2605.0,date
7965,ポーランド,2017-10-01,3040.0,date
7966,デンマーク,2017-10-01,3482.0,date
7967,ノルウェー,2017-10-01,1864.0,date
7968,オーストリア,2017-10-01,2283.0,date
7969,ポルトガル,2017-10-01,2423.0,date
7970,アイルランド,2017-10-01,1935.0,date
7971,その他ヨーロッパ,2017-10-01,10656.0,date
7972,アフリカ計,2017-10-01,3561.0,date
7973,北アメリカ計,2017-10-01,162995.0,date
7974,米国,2017-10-01,125930.0,date
7975,カナダ,2017-10-01,29398.0,date
7976,メキシコ,2017-10-01,6358.0,date
7977,その他北アメリカ,2017-10-01,1309.0,date
7978,南アメリカ計,2017-10-01,10749.0,date
7979,ブラジル,2017-10-01,4752.0,date
7980,その他南アメリカ,2017-10-01,5997.0,date
7981,オセアニア計,2017-10-01,46034.0,date
7982,豪州,2017-10-01,39421.0,date
7983,ニュージーランド,2017-10-01,6251.0,date
7984,その他オセアニア,2017-10-01,362.0,date
7985,無国籍・その他,2017-10-01,59.0,date
7986,総数,2017-11-01,2378079.0,date
7987,アジア計,2017-11-01,2057527.0,date
7988,韓国,2017-11-01,622604.0,date
7989,中国,2017-11-01,567149.0,date
7990,台湾,2017-11-01,363178.0,date
7991,香港,2017-11-01,172926.0,date
7992,タイ,2017-11-01,94533.0,date
7993,シンガポール,2017-11-01,50521.0,date
7994,マレーシア,2017-11-01,52219.0,date
7995,インドネシア,2017-11-01,28549.0,date
7996,フィリピン,2017-11-01,40597.0,date
7997,ベトナム,2017-11-01,24880.0,date
7998,インド,2017-11-01,10870.0,date
7999,マカオ,2017-11-01,7946.0,date
8000,イスラエル,2017-11-01,2627.0,date
8001,モンゴル,2017-11-01,2024.0,date
8002,トルコ,2017-11-01,1585.0,date
8003,その他アジア,2017-11-01,15319.0,date
8004,ヨーロッパ計,2017-11-01,119799.0,date
8005,英国,2017-11-01,25001.0,date
8006,フランス,2017-11-01,19125.0,date
8007,ドイツ,2017-11-01,15911.0,date
8008,イタリア,2017-11-01,9308.0,date
8009,ロシア,2017-11-01,7842.0,date
8010,スペイン,2017-11-01,7059.0,date
8011,スウェーデン,2017-11-01,3785.0,date
8012,オランダ,2017-11-01,5220.0,date
8013,スイス,2017-11-01,3213.0,date
8014,ベルギー,2017-11-01,2420.0,date
8015,フィンランド,2017-11-01,1998.0,date
8016,ポーランド,2017-11-01,2552.0,date
8017,デンマーク,2017-11-01,1859.0,date
8018,ノルウェー,2017-11-01,1447.0,date
8019,オーストリア,2017-11-01,2021.0,date
8020,ポルトガル,2017-11-01,1678.0,date
8021,アイルランド,2017-11-01,1513.0,date
8022,その他ヨーロッパ,2017-11-01,7847.0,date
8023,アフリカ計,2017-11-01,3053.0,date
8024,北アメリカ計,2017-11-01,146007.0,date
8025,米国,2017-11-01,114910.0,date
8026,カナダ,2017-11-01,25005.0,date
8027,メキシコ,2017-11-01,5141.0,date
8028,その他北アメリカ,2017-11-01,951.0,date
8029,南アメリカ計,2017-11-01,6832.0,date
8030,ブラジル,2017-11-01,3084.0,date
8031,その他南アメリカ,2017-11-01,3748.0,date
8032,オセアニア計,2017-11-01,44803.0,date
8033,豪州,2017-11-01,39189.0,date
8034,ニュージーランド,2017-11-01,5094.0,date
8035,その他オセアニア,2017-11-01,520.0,date
8036,無国籍・その他,2017-11-01,58.0,date
8037,総数,2017-12-01,2521262.0,date
8038,アジア計,2017-12-01,2197784.0,date
8039,韓国,2017-12-01,678905.0,date
8040,中国,2017-12-01,564264.0,date
8041,台湾,2017-12-01,319516.0,date
8042,香港,2017-12-01,207243.0,date
8043,タイ,2017-12-01,115835.0,date
8044,シンガポール,2017-12-01,86433.0,date
8045,マレーシア,2017-12-01,64712.0,date
8046,インドネシア,2017-12-01,52343.0,date
8047,フィリピン,2017-12-01,48673.0,date
8048,ベトナム,2017-12-01,19678.0,date
8049,インド,2017-12-01,8933.0,date
8050,マカオ,2017-12-01,13388.0,date
8051,イスラエル,2017-12-01,1112.0,date
8052,モンゴル,2017-12-01,1947.0,date
8053,トルコ,2017-12-01,1143.0,date
8054,その他アジア,2017-12-01,13659.0,date
8055,ヨーロッパ計,2017-12-01,99911.0,date
8056,英国,2017-12-01,22954.0,date
8057,フランス,2017-12-01,17035.0,date
8058,ドイツ,2017-12-01,11495.0,date
8059,イタリア,2017-12-01,9430.0,date
8060,ロシア,2017-12-01,5709.0,date
8061,スペイン,2017-12-01,5904.0,date
8062,スウェーデン,2017-12-01,3514.0,date
8063,オランダ,2017-12-01,3694.0,date
8064,スイス,2017-12-01,2888.0,date
8065,ベルギー,2017-12-01,1591.0,date
8066,フィンランド,2017-12-01,2003.0,date
8067,ポーランド,2017-12-01,1212.0,date
8068,デンマーク,2017-12-01,1304.0,date
8069,ノルウェー,2017-12-01,1161.0,date
8070,オーストリア,2017-12-01,1263.0,date
8071,ポルトガル,2017-12-01,2137.0,date
8072,アイルランド,2017-12-01,1227.0,date
8073,その他ヨーロッパ,2017-12-01,5390.0,date
8074,アフリカ計,2017-12-01,2519.0,date
8075,北アメリカ計,2017-12-01,149485.0,date
8076,米国,2017-12-01,116164.0,date
8077,カナダ,2017-12-01,27055.0,date
8078,メキシコ,2017-12-01,5331.0,date
8079,その他北アメリカ,2017-12-01,935.0,date
8080,南アメリカ計,2017-12-01,7125.0,date
8081,ブラジル,2017-12-01,3445.0,date
8082,その他南アメリカ,2017-12-01,3680.0,date
8083,オセアニア計,2017-12-01,64370.0,date
8084,豪州,2017-12-01,57292.0,date
8085,ニュージーランド,2017-12-01,6778.0,date
8086,その他オセアニア,2017-12-01,300.0,date
8087,無国籍・その他,2017-12-01,68.0,date
8088,総数,2018-01-01,2501409.0,date
8089,アジア計,2018-01-01,2207383.0,date
8090,韓国,2018-01-01,803816.0,date
8091,中国,2018-01-01,632304.0,date
8092,台湾,2018-01-01,350522.0,date
8093,香港,2018-01-01,160520.0,date
8094,タイ,2018-01-01,82592.0,date
8095,シンガポール,2018-01-01,21169.0,date
8096,マレーシア,2018-01-01,31112.0,date
8097,インドネシア,2018-01-01,29870.0,date
8098,フィリピン,2018-01-01,31706.0,date
8099,ベトナム,2018-01-01,27703.0,date
8100,インド,2018-01-01,11338.0,date
8101,マカオ,2018-01-01,6167.0,date
8102,イスラエル,2018-01-01,942.0,date
